,word
1047,بَدْلام
1048,پَڑھو تو پَڑھو نَہیں پِنْجْرا خالی کَرو
1049,بَدْلانا
1050,بَدْلاوْنا
1051,بَدْلائی
1052,بَدَلْنا
1053,بَدْلَوَّل
1054,بَدْلَہ
1055,بَدْلی
1056,بَدْلی آُٹْھنا
1057,بَدْلی آنا
1058,بَدْلی چھانا
1059,بَدْلی چَھٹنْا
1060,بَدْلی کی چھانْو
1061,بَدْلی کی دُھوپ
1062,بَدْلی کی دُھوپ جَب نِکْلے جَب تیز
1063,بَدْلی کُھلْنا
1064,بَدْلی گِھرنا
1065,بَدْلی میں دِن نَہ دِیسے پُھوہَڑ بَیٹھی پِیسے
1066,بُدْلی
1067,بُدْلے
1068,بَدَلِیَّت
1069,بَدَلَین
1070,بَدَم
1071,بَدَن
1072,بَدَن اُبَھرنا
1073,بَدَن اُتَرنا
1074,بَدَن اُتُّو کَرنا
1075,بَدَن اَنْدَر سے پھوڑا ہونا
1076,بَدَن بِگَڑنا
1077,بَدَن بَننا
1078,بَدَن پاک کَرنا
1079,بَدَن پالْنا
1080,بَدَن پَر بوٹی چَڑْھنا
1081,بَدَن پَر بوٹی نَہِیں
1082,بَدَن پَر چِنْدیاں لَگْْنا
1083,بَدَن پر کانْٹے آنا
1084,بَدَن پَرنَہِیں لَتّہ پان کھائیں اَلْبَتَّہ
1085,بَدَن پوش
1086,بَدَن پَھْلنا
1087,بَدَن پُھوٹْنا پُھوٹْ نِکَلْنا
1088,بَدَن پھوڑْنا
1089,بَدَن پِھیکا ہونا
1090,بَدَن تانبا ہونا
1091,بَدَن تَخْتَہ ہونا
1092,بَدَن توڑْنا
1093,بَدَن ٹُرٹْنا
1094,بَدَن ٹَھنْڈا ہونا
1095,بَدَن جَلنا
1096,بَدَن جھاڑنا
1097,بَدَن جَھٹَکْنا
1098,بَدَن چُرانا
1099,بَدَن چُور ہونا
1100,بَدَن خُشْک ہونا
1101,بَدَن دِکھانا
1102,بَدَن دُہْرا ہونا
1103,بَدَن ڈالْنا
1104,بَدَن ڈھانْچا ہونا
1105,بَدَن ڈَھْکنا
1106,بَدَن ڈِھیلا کرنا
1107,بَدَن ڈِھیلا ہونا
1108,بَدَن زَرْد ہونا
1109,بَدَن زیب
1110,بَدَن سانچے میں ڈھالْنا
1111,بَدَن سانچے میں ڈَھلْنا
1112,بَدَن سَرْد ہونا
1113,بَدَن سَمیٹنا
1114,بَدَن سِمْٹانا 
1115,بَدَن سَنْسَنانا
1116,بَدَن سُوکْھ کَر کانٹا ہونا
1117,بَدَن قِیمَہ ہونا
1118,بَدَن کو لَگْْنا
1119,بَدَن کے رونگْْٹے کَھڑے ہونا
1120,بَدَن گَدْرانا
1121,بَدَن گُھلْنا
1122,بَدَن لَگ جانا
1123,بَدَن مَلْنا
1124,بَدَن موم ہونا
1125,بَدَن میں آگ بَھرنا
1126,بَدَن میں آگ لَگانا
1127,بَدَن میں آگ لَگْْنا
1128,بَدَن میں پَتَنگے لَگْْنا
1129,بَدَن میں جان آنا
1130,بَدَن میں جان نَہِیں
1131,بَدَن میں حال نہ رَہْنا
1132,بَدَن میں دَم نَہِیں نام زور آوَر
1133,بَدَن میں رَعْشَہ پڑنا
1134,بَدَن میں کھاج پَیدا ہونا
1135,بَدَن میں لُہُو نہ ہونا
1136,بَدَن میں مِرْچیں لَگْْنا
1137,بَدَن نِیلا کَرنا
1138,بَدَن نِیلا ہونا
1139,بَدَن بَرا ہونا
1140,بَدَن
1141,بَدْنا
1142,بِدْنا
1143,بِدْنال
1144,بَدَنَہ
1145,بَدَنی
1146,بَدْنی
1147,بَدَنِیَّہ
1148,بَدْو
1149,بَدُو بَدُّو
1150,اُہو اُہّو میں ہونا
1151,بَدُّو
1152,بَدُّو بُوٹی
1153,بِدْوان
1154,بُدُّوح
1155,بِدُورْنا بِدُوڑنا
1156,بِدوشِک
1157,بَدْون
1158,بُدْوُنْت
1159,بَدَوی بَدْوی
1160,بِدْوِیانَہ
1161,بَدْوِیَت بَدْوِیَّت
1162,بَدْء
1163,بَدی
1164,بَدی بِچارْنا
1165,بَدی پر آنا ہونا
1166,بَدی چیتنا
1167,بَدی کا بَدْلَہ ہاتھوں ہاتھ
1168,بَدی کَرنا
1169,بَدی کھونا
1170,بدی
1171,بدی ہونا
1172,بَدّی
1173,بِدِّیِا
1174,بِدِّیِا دَھر
1175,بِدِّیِا رْتھی
1176,بِدِّیِا کَرنے کی
1177,بِدِّیِا لوہے کے چَنے ہیں 
1178,بِدِّیِا لَے
1179,بِدِّیِا میں بید بے 
1180,بِدِّیِا نِدھان
1181,بِدِّیِا وان
1182,بِدِّیِا وَنْت
1183,بِدِّیِا وہ مال ہے جو خَرْچَت دُگْنا ہو راجا روا چور تَاچِھین نَہ ساکے کو
1184,بَکَٹ پَہاڑا
1185,بِکَٹ
1186,بِکَٹ کَھڑا ہونا
1187,بِکَٹ لَگْنا
1188,بُکَٹ بًکَّٹ
1189,بَکْٹا
1190,بُکْٹا بًکّٹّا
1191,بُکْٹا بًکّٹّا بَھرنا
1192,بُکْٹا بًکّٹّا مارْنا
1193,بَکْٹِیِرْیا
1194,بَکْٹھا
1195,بُکْچا 
1196,بُکْچَہ
1197,بَکْچی
1198,بَکَر
1199,بَکَر کھانا
1200,بَکَرا چَبانا
1201,بَکَر قَصّاب
1202,بَکَر کًود
1203,بَکَر مَنْڈی
1204,بَکْر
1205,بَکَّر
1206,بِکْر
1207,دار
1208,بَکَرا 
1209,بَکْرا
1210,بَکْرا بَنانا
1211,بَکْرا پِیڑی
1212,بَکْرا مْٹائے تَب لَکْڑی کھائے
1213,بَکَرّات
1214,بِکْرار بِکْرال
1215,بَکْراوتُی
1216,بَکْروُاٹی
1217,بَکْراوتُی کَرْنا
1218,بَکْروُاٹی کَرْنا
1219,بَکْرایِت
1220,بِکْرَم
1221,بْکْرَم
1222,بِکْرَمی
1223,بِکَرْنا
1224,بَکْرَنْڈی
1225,ایک بات
1226,ایک بات میں
1227,بَکْرَوٹا
1228,ایک بار
1229,بَکَرَہ
1230,بکری
1231,بات دَبانا
1232,بات دبْنا
1233,پَٹَک دینا
1234,بات دِل پَر نَقْش ہونا
1235,بات دِل سے جوڑْنا
1236,بات دِل سے گَھڑْنا
1237,بات دِل سے گَڑْھنا
1238,بات دِل کو لَگْنا
1239,بات دُلَکْھنا
1240,ایک دِل
1241,بات دِل میں بَیٹْھنا
1242,بات دِل میں اُتَرْنا
1243,بات دِل میں پَکانا
1244,ایک قَلَم
1245,باتاں میں اُتَرْنا
1246,بات دِل میں پِھرنا
1247,بات دِل میں ٹھانْنا
1248,بات دِل میں ٹَھنْنا
1249,بات دِل میں چُبْھنا
1250,بات دِل میں ڈَالْنا
1251,بات دُور پَہُنچنا
1252,بات دُور دُور ہونا
1253,بات دُور دَراز ہونا 
1254,بات دُور کِھنچْنا
1255,باتُونْیا
1256,بات دُہْرانا
1257,بات دوہراْنا 
1258,بات دیکْھنا
1259,باچھی
1260,ایِکھ باڑی
1261,بات دینی آنا
1262,بات دَھر کے سُنانا
1263,بات دَھْرنا
1264,بات دَھری اُٹھائی نَہیں جاتی
1265,بات ڈالْنا
1266,بات ڈُبونا
1267,بات ڈَھال کے کَہْنا
1268,بات ڈھالْنا
1269,بات ڈَھلْنا
1270,بانی
1271,بات ذِہْن پَر چَڑھنا
1272,جُودی
1273,بات ذِہْن سے اُترنا
1274,بات ذِہْن میں بَیٹْھنا
1275,بَانی
1276,جودھا پَن
1277,بات رَد کرنا
1278,بات رَفْت گُزَشْت ہونا
1279,بانی مبَانی
1280,بانِیا
1281,بانیت
1282,بانَیت
1283,بانْیے کی بان نَہ جلے کتا مُوتے ٹانْگ اُُٹھائے
1284,بات زَبان یا مُنھ سے نِکَلْنا اور پَرائی ہو جانا
1285,بات زَہْر سے بَھری ہونا
1286,بات زَہْر ہونا
1287,بات زَہْر لَگْنا
1288,بات ساتھ لے جانا
1289,بات سُجھانا
1290,بات سَر سَبْز ہونا
1291,بات سَمانا
1292,بات سَمْجھانا
1293,بات سُنانا
1294,بات سُنْنا
1295,بات سُنْنے کا دِماغ
1296,باو
1297,بکری اورشیر کا ایک گھاٹ پانی پینا
1298,باو آنا
1299,بکری جان سے گئی کھانے والے کو مزا نہ ملا۔
1300,بکری جان سے گئی کھانے والے کو مزا نہ آیا 
1301,بات رَہ جاتی ہے وَقْت گُزَر جاتا ہے
1302,بکری سے ہل جتتتا تو بیل کون رکھتا
1303,باو بارا
1304,باو بانْدھْنا
1305,بات رَہْنا
1306,بات رَہ جانا 
1307,باو بَتاس
1308,بات رَہی جانا
1309,بات زَبان پَر آنا
1310,بکری کا سا منھ چلتا ہے
1311,بکری کرے گھاس سے یاری تو چرنے کہاں جائے
1312,بات زَبان پَر لانا
1313,بکری کے سینگوں کو چرگئے بیری کے پات
1314,بَڑَِ نْگ
1315,بات زَبان سے نِکَل جانا
1316,باو بَک
1317,بکری کے نصیبوں چھری ہے
1318,رَم ظاہِر
1319,بات سَنوارنا
1320,بکری نے دودھ دیا وہ بھی میگنی بھرا۔
1321,باو بَندھانا
1322,بات سو بات
1323,بات سُوجْھنا
1324,بات سوچ سَمَجھ کے
1325,باو بَندی
1326,بات سوچْنا 
1327,بکری بٹا
1328,بات سَہْنا
1329,باو بَہنْا
1330,بکری پَتَّر
1331,بکری کھاتا
1332,بات سے بھار ہونا
1333,بات سے باہر ہونا
1334,باو بَھری کھال
1335,بِکْری
1336,باو بَھڑَکنْا
1337,بات سے پِھرنا
1338,بِکْری تَوِلید
1339,بات سے ٹَلْنا
1340,باو بَھک جَھک
1341,بات سے نِکَل جانا
1342,بَکْرے
1343,بات سے ہاتھ اُٹھانا
1344,بَکْرے کی اَوْلاد
1345,باو پَر اُڑ کر آنا
1346,بات شِیر و شَکَر ہونا
1347,بَکْرے کی بولی بولْنا
1348,بات صاف کَرنا
1349,باو پَر آنا
1350,بات ضائِع جانا
1351,بات قَرار پانا
1352,رَم فَن
1353,بَکْرے کی ماں کَب تَک خَیْر مَنائے گی
1354,باو َپَر ہونا
1355,بات کا اور چھور
1356,بات کا آشْنا نَہِیں
1357,رَم قَلَم
1358,بات کا بَتَکّڑ
1359,رَم قُوَّت
1360,باو پَھکنْا
1361,بَکْرِید
1362,چُھوٹنا
1363,بات کا بَتَنگَڑ
1364,بات کا بَتَنگَڑ باندھنا
1365,بَکَس
1366,بات کا بَتَنگَڑ بَناتا ہے
1367,بات کا بَتَنگَڑ بَنا کَھڑا کَرنا
1368,باو ڈَنْڈی پھرنا
1369,باو رَسْنا
1370,رَم کار
1371,بازْگُوں
1372,باو سَڑْنا
1373,بات کا بَتَنْگََڑ بَنْنا
1374,بازِنْدَگی
1375,باو سول
1376,بَکَس بَکْس
1377,بات کا بَتَنگَڑ کَرنا
1378,بازِنْدَہ
1379,باو کا رُخ بَتابنا
1380,بات کا بَتَنگَڑ ہونا
1381,بَکَس بَکْس بند نیلام
1382,باو کا مارا ماری
1383,بَکَس بَکْس والا
1384,بازِنْطِینی
1385,بات کا بھید
1386,بات کا پاس ہونا
1387,باو کے اُوپَر سَواری ہونا
1388,بات کا پَکّا
1389,باو کے گھوڑے پَر اُڑْنا
1390,باو کے گھوڑے پر اُڑنا
1391,بات کا پُورا
1392,بات کا پَہْلُو
1393,باو کے گھوڑے پَر چَڑھنا
1394,بات کا پیش جانا
1395,باو کے گھوڑے پَر سَوار ہونا
1396,بات کا پھانکْنا
1397,بات کا توڑْ لانا
1398,باو کے گھوڑے کی پیٹھ پر لگنا
1399,باو کھانا
1400,باو کھمَبْا کھنَبْا
1401,باو گولا
1402,بات کاٹْنا
1403,باو لینا
1404,باو ماْرنا
1405,بات کا چِکْنانا
1406,باو میں آنا
1407,بات کا چُوکا آدْمی یا ڈال کا چُوکا بَنْدَر پِھر سَنبَھلْتا نَہیں
1408,باو نہ بَتاس تیرا آنْچَل کیونْکَر ڈولا پُوت نہ بھتار تیرا ڈھینڈا کیونکر پُھولا
1409,بات کا چِھینٹا
1410,بْاو
1411,بات کا دَھنی
1412,بات کاڑْنا
1413,باوْ
1414,بات کا راجا
1415,بات کا سچّا
1416,بات کا سَر پَیر
1417,بات کا سَر پانو 
1418,بات کار گَر ہونا
1419,بات کا فَروغ پانا
1420,بات کا کَچّا
1421,بات کا لَپْکا
1422,بات کا لَنگَر اُٹھانا
1423,بات کا مان رَکْھنا
1424,بات کا مایا کھولْنا
1425,بات کان پَڑنا
1426,باوا
1427,بات کان تَک پَہُنچْنا
1428,بات کان سے سُنْنا
1429,بات کان میں پَڑْنا
1430,بازُو
1431,بات کان میں پَڑی رَہْنا
1432,بازُو اُکَھڑْنا
1433,بات کان میں پُھونکْنا
1434,بازُو بازُو
1435,باوا آدم
1436,بات کان میں ڈالْنا
1437,بات کا ہیٹا
1438,باوا آدَم کے وَقْت کی
1439,باوا آدَم کے وَقْت کا
1440,بات کَتَرْنا
1441,بات کَٹْنا
1442,باوا آدَم نَرِالا ہونا
1443,بات کَرتے ہی کاٹ کھانا
1444,بازُو باندْھنا
1445,باوا آوے تالی باجے
1446,بات کَرتے ہی گال کاٹ لینا
1447,بات کُرْسی نَشِین ہونا
1448,بات کَرکے گُنَہْگار ہونا
1449,باوا بھَلا نہ بَھَّیا سَب سے بھلا رُپیَّا
1450,باوا جان جانی
1451,بات کَرنا
1452,بات کَرَن ہارا
1453,بات کَرنے کا سَلِیْقَہ نہ ہونا
1454,باوا جی
1455,بات کَرنے کی گُنَہگاری ہونا
1456,بات کَرنے میں پُھول جَھڑْنا
1457,بات کَڑْوی لَگْنا
1458,باوا فََریَد کا پُڑا
1459,بات کو
1460,بات کو پانا
1461,باوا کا
1462,بات کو پَلُو میں باندْھنا
1463,باوا کا کیا اِجارَہ ہے
1464,بات کو پُورا کَرنا
1465,بات کو پَہُنچْنا
1466,بات کو پی جانا
1467,باوا کَماوے بیٹا اُڑاوے
1468,بات کوتَہ کَرنا
1469,باوا کے مول
1470,بات کو چَکَّر دینا
1471,بات کو دِل میں اُتارنا
1472,باوا مَریں گے تَب ہی بَیل بَٹیں گے
1473,بات کو دینا
1474,باوا باوا
1475,بات کَوڑی کی ہو جانا
1476,بات کو طُول دینا
1477,باواں
1478,بات کو کَھٹائی میں ڈالْنا
1479,باوْبیگار
1480,بات کو ہَلْکا کَرنا
1481,بات کَہہ اُٹْھنا
1482,بات کَہاں سے کَہاں جاپَہُنچْنا
1483,بات کَہْتے
1484,باوتْا
1485,بات کَہْتے میں
1486,باوتْا اُڑانا
1487,باوٹْا
1488,بات کَہْہ کے گُنَہْگار ہونا
1489,باوْٹا
1490,بات کَہْنا
1491,بات کَہ نَہ آنا
1492,بات کَہْنے کو رَہ گَئی
1493,باوَر
1494,بات کَہْنے میں
1495,باوَر آنا
1496,بات کَہَنے میں آنا
1497,بات کَہی اور پَرائی ہوئی
1498,بات کَہے کی لاج
1499,بات کی بات
1500,باوْرا
1501,بات کی بات خُرافات کی خُرافات
1502,بات کی بات کو
1503,بَاوَرْچَن
1504,بات کی بات لات کی لات
1505,بات کی بات میں
1506,بات کی پَچ
1507,بات کی پَرْوَرِش
1508,باوَرْچی
1509,باوَرْچی خانَہ
1510,باوَرْچی گََری
1511,باْوری
1512,باوْری
1513,باوری
1514,باَوْریا
1515,بات کی تاب
1516,باوَک
1517,بات کی تَہ
1518,باَوگ
1519,بات کی تھاہ نَہ مِلْنا
1520,بات کی ٹھیس لَگْنا
1521,باوَل قدیم
1522,بات کی جان
1523,بَکْس
1524,بات کی رَٹْ لَگْنا
1525,بات کی رَٹْ لَگانا
1526,بات کی ریت
1527,بِکَس
1528,بات کی زِڑْ لَگْنا
1529,اَینْٹ اُلَٹْنا
1530,بات کی کَر باندْھنا
1531,بَکْسا
1532,باوْلا
1533,بَکْسا پَن
1534,بات کی گِرَفْت
1535,باوْلا پَن
1536,بات کی لاج
1537,باوْلا بَنانا
1538,بات کے بَتَنگْڑے
1539,بِکْسانا
1540,بَکْساَہٹ
1541,بات کے شاخْسانے
1542,بات کَہْتے
1543,بَکْسام
1544,باوْلا کُتّا
1545,بِکْسِت
1546,بَکْسَرْیا
1547,بَکْسس
1548,بات کیاْ ہے
1549,باوْلا کُتّا ہِرن کَھدیڑے
1550,بات کَھپانا
1551,بات کَھٹائی میں پَڑْنا
1552,بات کَھٹائی میں ڈالْنا
1553,بات َ کَھٹَکْنا
1554,باولی
1555,بات کَھلْنا
1556,بِکَسْنا
1557,باولْی
1558,بَکْسُوا
1559,باولْی بَہُو آگ کو جاوے اُپلْا ڈالے تَوا اُٹھا لاوے
1560,بکسیلا
1561,باولْی کھاٹ کے باولے پائے باولی َرانڈ کے باولے جائے
1562,بات کُھلْنا
1563,بکشیپ
1564,بات کھولْنا
1565,بَکل
1566,بات کھونا
1567,بَکَل بَکْل
1568,باولْی ہانْڈی
1569,بات گانٹھ میں باندْھنا
1570,بَکِل
1571,بِکَل
1572,بات گَڑْھنا
1573,بَکَْل
1574,اُتارْنا
1575,اُڑانا
1576,بُکَّل
1577,بُکَّل لَگانا
1578,بُکَّل مارْنا
1579,بَکُلا بََکْلا
1580,بَکْلا
1581,بْکْلانا
1582,بَکْلاوَہ
1583,بَکَلائی
1584,بِکَلْپ
1585,بَکْلس
1586,بَکْم
1587,بْکم
1588,جی ہاں
1589,چَِخَلَّس چَِخَلَّص بازی
1590,بُکْم
1591,تان مارْنا
1592,بات لَگانا
1593,بات لگْنا
1594,بات لَگی نَہ رَکْھنا
1595,بات مات کَرنا
1596,باولی بَتانا
1597,باولی دینا
1598,بال
1599,باوْلے
1600,بات مارنا
1601,باوْلے کُتے نے کاٹا ہے
1602,بات مانْنا
1603,بال بِیَرِنْگ
1604,بال پارْٹی
1605,بات مَغْز سے اُتارنا
1606,باوْلے کو آگ بَتائی اُس نے لے گھر کو لگائی
1607,بال پین
1608,بات مَقْدُور سے باہَر کَرنا
1609,بال رُوم
1610,بات مُکھ پَڑنا
1611,بال کَمْرَہ
1612,باوْلے کو بَتائی گائے سَب جْٹّی لے وا کو دھائے
1613,بات مِلْکانا
1614,بات مَن دَھرْنا
1615,باوْلے گاؤں اُوْنٹ پَر مِیشَر
1616,بات مَنگْوانا
1617,باوْلے ہُو
1618,بات مَن میں بَسْنا
1619,بات مُنھ پَر آنا
1620,بات مُنھ پَر رَکْھنا
1621,بات منھ پَر کَہْنا
1622,باوَن
1623,بکونا
1624,بات مُنھ پَر لانا
1625,بات مُنھ پَڑْنا
1626,باوَن بیِر
1627,بات مُنھ تَک آنا
1628,بات مُنھ سے نِکالْنا
1629,باوَن تو لے پاؤ رتَّی
1630,بات مُنھ سے نِکَل جانا
1631,بالی
1632,باون تو لے پاو ٔ رَتیّ بے میل کُندَن کی بَتّی
1633,بات مُنْھ سے نِکَلْنا
1634,بالا
1635,بات مُنھ سے نِکْلی ہَزار میں پَڑی
1636,بات مُنھ سے نِکْلی پَرائی ہوئی
1637,بات مُنھ سے نَہ نِکالْنا
1638,باوَن گزَاکا
1639,باوَن گزَا
1640,باوَن ہاتھ ہونا
1641,بات گَلے اُتَرنا
1642,بالا بَتانا
1643,بات گَنوانا
1644,بالا بَچَہ
1645,بالا بَچَْہ
1646,باوَن ہَزاری
1647,بات گول کَرنا
1648,بالا بھولا
1649,باوَن
1650,بات گول گول کَرنا
1651,بات گَئی پِھر ہاتھ نَہِیں آتی 
1652,بالا پَن
1653,باوْنا
1654,بات گَئی گُزْری ہونا
1655,بالا پَہنْنا
1656,بالا تَپ
1657,بات گُھٹْمُنٹ ہونا
1658,بالا چاند
1659,بات گَھڑْنا
1660,بالا دے کے بُتّا بتَانا
1661,بات لاکھ کی کَرْنی خاک کی
1662,باوْنی
1663,بالا دینا
1664,باوْنی
1665,بات لانا
1666,بات لَٹْکانا
1667,بات لَڑنا
1668,باوِیس
1669,بات لِکْھ رَکْھنا
1670,بات مُنھ سے نَہ نِکَلْنا
1671,بات مُنھ میں پَڑْنا
1672,باہ
1673,بات میں
1674,بات میں بات
1675,بَاہ
1676,بات میں بات آنا
1677,بات میں بات پَیْدا ہونا
1678,بات میں بات مِلانا
1679,باہ مَرْنا
1680,بات میں بات نِکالْنا
1681,بِدّیاں بَھرْیاں
1682,باہ مَریں بَیل بیَٹھے کھائیں تَرنْگ
1683,بات میں بات نِکَلْنا
1684,بات میں بات ہونا
1685,بات میں بَٹَّا لَگانا
1686,باہا
1687,بات میں بَٹَّا لَگْنا
1688,باہا ڈالنْا
1689,بِدیس
1690,بَدیس
1691,بات میں بَل ہونا
1692,با ھَتَّر
1693,بہتر
1694,بات میں بولْنا
1695,بات میں پَخْ نِکالْنا
1696,باہِج
1697,بات میں پَخْ نِکَلْنا
1698,بِدیسی
1699,بَدیسی 
1700,بات میں پَہْلُو نِکَالْنا
1701,بالے
1702,بات میں پَہْلُو نِکَلْنا
1703,بالے کی ماں اور بُوڑھے کی جوروُ کو خُدا نَہ مارے
1704,بات میں پَہْلُو ہونا
1705,بَدیسی ُ الْاَصْل
1706,بِدیسی ُ الْاَصْل
1707,بات میں پَے نِکالْنا
1708,بات میں پِھرْنا
1709,بات میں چیپْیاں لَگانا
1710,بات میں دَخْل دینا
1711,بالے مِیاں
1712,بات میں دَخْل کَرْنا
1713,بات میں زَہْر بونا
1714,بَدِیْع
1715,بات میں شاخیں نِکالْنا
1716,بالے مِیاں کی چَھڑ
1717,بات میں فَرقْ آنا
1718,بات میں فی نِکالْنا
1719,بات میں فی نِکَلْنا
1720,بات میں قَنْد گھو لْنا
1721,بَدِیْع ُ الْاُسْلُوب
1722,بَدِیْع ُ الْجَمال
1723,بالے مِیاں کی چَھڑْیاں
1724,بَدِیْع ُ الْمِثْل
1725,بَدِیْع ُ الْمِثال
1726,بالے مِیاں کی میدنی
1727,بالا بالا
1728,بَدِیْع کار
1729,بالا بالا جانا
1730,بَدِیعَہ
1731,بَدِیعِیَّہ
1732,بَدے کی بات
1733,بالا بَر
1734,باہَر
1735,بَدِیل
1736,بالا بُلَندْ
1737,بالا بَلَندْ
1738,بِدْیَمان
1739,باہَر آنا
1740,بَدِیْہات
1741,بالا بَنْد
1742,بَدِیہَہ
1743,بَدِیہَۃً
1744,بالِید
1745,باہَر باہَر
1746,بالا بِین
1747,بَدِیہَہ گو
1748,بَدِیہَۃً گو
1749,باہَر بَندُو
1750,باہَر بِھیتَر جانا
1751,بالا بیْوتانا بیْونتانا
1752,باہَر ٘بِھیتَر لَگانا
1753,بالِیدگی
1754,بَدیِہی
1755,باہَر پَڑْنا
1756,بَدِیہی
1757,باہَر پِھْر نے والی
1758,بالِیدَہ
1759,باہَر پھوڑْنا
1760,بالِیش
1761,بَدِیہِیّات
1762,باہَر تِیاگ بھِیترسُھباگ
1763,باہَر جانا
1764,بَدْھ
1765,بالا پوش
1766,بَدْھ بَھوتِک
1767,باہَر دینا
1768,بات میں کَجی ہونا
1769,بالِیں
1770,بَدْھ ڈَنْڈ
1771,باہَر دَھیکلنْا
1772,باہر دھکیلنا
1773,بالا تَر
1774,بات میں کَلام ہونا
1775,بَدْھ سْتھلی
1776,بَدْھ سْتھان 
1777,بَدْھ سْتھل
1778,بات میں کُھڑ پینچ نِکالْنا
1779,باہَر ڈالْنا
1780,بالِیں پَرَسْت
1781,بالا تَنگ
1782,بَدْھ کامْیَہ
1783,بالا جوبَن
1784,بَدْھ کانْکْشی
1785,بات مَیں لگانا
1786,بالا جَھبّے
1787,بَدْھ کرنا
1788,بات میں ہِنْدی کی چِنْدی نِکالْنا
1789,بَدْھ وپاۓ
1790,بات میں ہیٹی ہونا
1791,باہَر سِدھارْنا
1792,بَدْھ وَنْش
1793,بالا چاق
1794,بات نباہَنا
1795,بَدْھ یوگِّیَہ
1796,بات نِکاس
1797,باہَر سے
1798,بالا حِصار
1799,بِدْھ
1800,بام
1801,بالا خانَہ
1802,بات نِکالْنا
1803,بالا خَوِانی
1804,بِدْھ کھانا
1805,باہَر 
1806,بام ِ مَسِیح
1807,بِدْھ مِلانا
1808,بات نِکَلْنا
1809,بالا دَرْجی
1810,بات نَہ آنا
1811,بام نَشِیں
1812,بِدْھ مِلْنا
1813,بات نَہ آنے دینا
1814,بام ِ نَہُم
1815,پَٹّی کُھلْنا
1816,پَٹّی میں آنا
1817,بات نَہ پُوچھنا
1818,بات نَہ رَہْنا
1819,بالا دَسْت
1820,بِدھ
1821,بات نَہ سُنْنا
1822,بات نَہ ہونا
1823,بات نِیچی پَڑْنا
1824,بات نِیچی رَہْنا
1825,پَٹّی وار
1826,بات نِیچی کَرْنا
1827,پَٹّی
1828,بات نِیچے ڈالْنا
1829,بالا دَوی
1830,بات وَر رَہْنا
1831,بات وَزْنی ہونا
1832,بالا رَکْھنا
1833,بات ہاتھ سے جانا
1834,بات ہاتھی پاۓ بات ہاتھی پاؤں
1835,بُدْھ
1836,بالا رَوی
1837,بُدْھ بار
1838,بات ہَضْم کَرْنا
1839,بُدْھ جامی
1840,بام مارْگ
1841,بات ہَلْکی کَرْنا
1842,بُدْھ رَتَن
1843,بُدْھ وار
1844,پَٹے باز
1845,بُدْھ واسَر
1846,بات ہَلْکی ہونا
1847,بالا زُبانِیَہ
1848,بالا زَبانِیہَ
1849,پَٹے بازی
1850,بات ہَنس کے ٹال دینا
1851,پَٹے کے ہاتھ جھاڑْنا
1852,بالا سَر
1853,بُدھ
1854,بالا سَرْدْ شُدَگی
1855,بالا سَیاْلِیَت
1856,بالا قَطْعاتی صَوِتیَہ
1857,بالا قَلْع
1858,بانْسا
1859,بالا کُپّی
1860,بُدھ مَت
1861,بالا کَرْنا
1862,باہَر وار
1863,بالا کَسْری صَوتِیہَ
1864,بانسا
1865,بُدھ پَتی
1866,پَٹّے چُھوٹنا
1867,بالا گَرْم شُدَگی
1868,بُدھ جَن
1869,باہَر والا
1870,بُدھ کُوڑی کرنا
1871,بالا گَرم شُدَہ بھاپ
1872,بُدھ ماری جانا
1873,پَٹّے دار
1874,بالا گَشْتی
1875,بات ہَنسی میں اُڑانا
1876,بُدھ مالی
1877,با طِنِیَّہ
1878,بانسری
1879,بات ہَنسی میں پَڑْنا
1880,بُدھ مان وان
1881,بات ہَنسی میں ڈالْنا
1882,بانٹْیا
1883,بُدھ مانی وانی
1884,بانٹْیا دار
1885,بانْج
1886,بانْجی
1887,بات ہونا
1888,بُدھ ہِین
1889,بانسلی
1890,بانسْری
1891,بُدّھا
1892,بام مارْگی
1893,بانسْلی
1894,بانسْلی قَنْد
1895,باطِیَہ
1896,بِدھاتا 
1897,بانسْنی
1898,بَدھارا
1899,بانْجھ
1900,بِدھارا
1901,بانسوں
1902,بِرُوپ
1903,بانْجھ اچھی اِکانْج بُری
1904,بانْجھ بَنْجُوٹا
1905,باع
1906,بانْجھ بَنْجوٹی
1907,بِدھان
1908,بانسوں اُچَھلْنا
1909,بَدھانا
1910,بانْجھ بَنْجوٹی شَیطان کی لَنْگوٹی
1911,بانسوں اُونچا
1912,بانْجھ بَنْجوٹی کی گَِرہ لَگْنا
1913,بِدھانا
1914,بانْجھ بِیانی سونْٹھ اُڑانی
1915,بانسوں بؐڑْھْنا
1916,باہِر
1917,بانْجھ بِیاوے سونٹْھیا کھانے کو
1918,بانْجھ پَن
1919,بانسوں چَڑْھنا
1920,بِدھانسْنا
1921,بات ہے
1922,بانْجھ کاڑا
1923,باہَرا
1924,بِدھانی
1925,بَدھاو
1926,بالا گودام
1927,بانْجھ کَکوڑا
1928,بانْسَہ
1929,بات یہ اَور ہَے
1930,پَٹّے نِکالْنا
1931,بانْجھ کَکَولی
1932,بانْجھ کْیا جانے پَر سوتی کی پِیڑ
1933,بات ہیٹٰی ہونا
1934,پَٹّے والا
1935,بالا لَب
1936,بانْجھ گانْٹھ لَگْْنا
1937,بَدھاوا
